 Destination Port, Flow Duration, Total Fwd Packets, Total Backward Packets,Total Length of Fwd Packets, Total Length of Bwd Packets, Fwd Packet Length Max, Fwd Packet Length Min, Fwd Packet Length Mean, Fwd Packet Length Std,Bwd Packet Length Max, Bwd Packet Length Min, Bwd Packet Length Mean, Bwd Packet Length Std,Flow Bytes/s, Flow Packets/s, Flow IAT Mean, Flow IAT Std, Flow IAT Max, Flow IAT Min,Fwd IAT Total, Fwd IAT Mean, Fwd IAT Std, Fwd IAT Max, Fwd IAT Min,Bwd IAT Total, Bwd IAT Mean, Bwd IAT Std, Bwd IAT Max, Bwd IAT Min,Fwd PSH Flags, Bwd PSH Flags, Fwd URG Flags, Bwd URG Flags, Fwd Header Length, Bwd Header Length,Fwd Packets/s, Bwd Packets/s, Min Packet Length, Max Packet Length, Packet Length Mean, Packet Length Std, Packet Length Variance,FIN Flag Count, SYN Flag Count, RST Flag Count, PSH Flag Count, ACK Flag Count, URG Flag Count, CWE Flag Count, ECE Flag Count, Down/Up Ratio, Average Packet Size, Avg Fwd Segment Size, Avg Bwd Segment Size, Fwd Header Length.1,Fwd Avg Bytes/Bulk, Fwd Avg Packets/Bulk, Fwd Avg Bulk Rate, Bwd Avg Bytes/Bulk, Bwd Avg Packets/Bulk,Bwd Avg Bulk Rate,Subflow Fwd Packets, Subflow Fwd Bytes, Subflow Bwd Packets, Subflow Bwd Bytes,Init_Win_bytes_forward, Init_Win_bytes_backward, act_data_pkt_fwd, min_seg_size_forward,Active Mean, Active Std, Active Max, Active Min,Idle Mean, Idle Std, Idle Max, Idle Min, Label
80,10028783,4,0,24,0,6,6,6.0,0.0,0,0,0.0,0.0,2.393111906,0.398851984,3342927.667,5789483.17,10000000,326,10000000,3342927.667,5789483.17,10000000,326,0,0.0,0.0,0,0,0,0,0,0,80,0,0.398851984,0.0,6,6,6.0,0.0,0.0,0,0,0,0,1,0,0,0,0,7.5,6.0,0.0,80,0,0,0,0,0,0,4,24,0,0,256,-1,3,20,736.0,0.0,736,736,10000000.0,0.0,10000000,10000000,DDoS
80,4067922,5,0,30,0,6,6,6.0,0.0,0,0,0.0,0.0,7.374772673,1.229128779,1016980.5,2033287.72,4066912,1,4067922,1016980.5,2033287.72,4066912,1,0,0.0,0.0,0,0,0,0,0,0,100,0,1.229128779,0.0,6,6,6.0,0.0,0.0,0,0,0,0,1,0,0,0,0,7.2,6.0,0.0,100,0,0,0,0,0,0,5,30,0,0,256,-1,4,20,0.0,0.0,0,0,0.0,0.0,0,0,DDoS
80,159465,4,0,24,0,6,6,6.0,0.0,0,0,0.0,0.0,150.5032452,25.0838742,53155.0,91312.9182,158594,326,159465,53155.0,91312.9182,158594,326,0,0.0,0.0,0,0,0,0,0,0,80,0,25.0838742,0.0,6,6,6.0,0.0,0.0,0,0,0,0,1,0,0,0,0,7.5,6.0,0.0,80,0,0,0,0,0,0,4,24,0,0,256,-1,3,20,0.0,0.0,0,0,0.0,0.0,0,0,DDoS
80,9958718,5,0,30,0,6,6,6.0,0.0,0,0,0.0,0.0,3.012435938,0.502072656,2489679.5,4977752.34,9956308,435,9958718,2489679.5,4977752.34,9956308,435,0,0.0,0.0,0,0,0,0,0,0,100,0,0.502072656,0.0,6,6,6.0,0.0,0.0,0,0,0,0,1,0,0,0,0,7.2,6.0,0.0,100,0,0,0,0,0,0,5,30,0,0,256,-1,4,20,2410.0,0.0,2410,2410,9956308.0,0.0,9956308,9956308,DDoS
80,149010,3,5,26,11607,20,0,8.666666667,10.26320288,10220,0,2321.4,4455.182578,78068.586,53.68767197,21287.14286,55808.535,147847,1,900,450.0,630.7392488,896,4,148995,37248.75,73733.33242,147847,1,0,0,0,0,72,112,20.13287699,33.55479498,0,10220,1292.555556,3378.299021,11400000.0,0,0,0,1,0,0,0,0,1,1454.125,8.666666667,2321.4,72,0,0,0,0,0,0,3,26,5,11607,8192,229,2,20,0.0,0.0,0,0,0.0,0.0,0,0,DDoS
80,4218820,5,0,30,0,6,6,6.0,0.0,0,0,0.0,0.0,7.110993121,1.18516552,1054705.0,2109408.0,4218817,1,4218820,1054705.0,2109408.0,4218817,1,0,0.0,0.0,0,0,0,0,0,0,100,0,1.18516552,0.0,6,6,6.0,0.0,0.0,0,0,0,0,1,0,0,0,0,7.2,6.0,0.0,100,0,0,0,0,0,0,5,30,0,0,256,-1,4,20,0.0,0.0,0,0,0.0,0.0,0,0,DDoS
80,72929535,8,4,56,11607,20,0,7.0,5.656854249,11595,0,2901.75,5795.50069,159.9214913,0.16454239,6629957.727,20200000.0,67400000,1,71100000,10200000.0,25300000.0,67400000,1,1792786,597595.3333,1034441.136,1792065,5,0,0,0,0,172,92,0.109694927,0.054847463,0,11595,897.6153846,3214.167532,10300000.0,0,0,0,0,1,0,0,0,0,972.4166667,7.0,2901.75,172,0,0,0,0,0,0,8,56,4,11607,256,229,6,20,3783963.0,0.0,3783963,3783963,67400000.0,0.0,67400000,67400000,DDoS
80,133742,3,5,26,11601,20,0,8.666666667,10.26320288,4380,0,2320.2,2207.341206,86936.04103,59.81666193,19106.0,47298.23952,126206,48,7242,3621.0,4982.27438,7144,98,133670,33417.5,61951.66891,126206,48,0,0,0,0,72,112,22.43124822,37.38541371,0,4380,1291.888889,1980.710254,3923213.111,0,0,0,1,0,0,0,0,1,1453.375,8.666666667,2320.2,72,0,0,0,0,0,0,3,26,5,11601,8192,229,2,20,0.0,0.0,0,0,0.0,0.0,0,0,DDoS
80,288762,3,6,26,11607,20,0,8.666666667,10.26320288,5840,0,1934.5,2538.919278,40285.77167,31.16753589,36095.25,101652.9933,287673,11,741,370.5,420.7285348,668,73,288749,57749.8,128531.3918,287673,11,0,0,0,0,72,132,10.38917863,20.77835726,0,5840,1163.3,2138.329153,4572451.567,0,0,0,1,0,0,0,0,2,1292.555556,8.666666667,1934.5,72,0,0,0,0,0,0,3,26,6,11607,8192,229,2,20,0.0,0.0,0,0,0.0,0.0,0,0,DDoS
80,87515753,9,4,62,11607,20,0,6.888888889,5.30199124,11595,0,2901.75,5795.50069,133.3359949,0.148544685,7292979.417,22900000.0,79900000,3,86300000,10800000.0,28000000.0,79900000,3,1256679,418893.0,724691.8637,1255695,165,0,0,0,0,192,92,0.102838628,0.045706057,0,11595,833.9285714,3097.25274,9592974.533,0,0,0,0,1,0,0,0,0,898.0769231,6.888888889,2901.75,192,0,0,0,0,0,0,9,62,4,11607,256,229,7,20,2016.0,0.0,2016,2016,43100000.0,52000000.0,79900000,6369253,DDoS
