80.0,369764.0,3.0,4.0,487.0,430.0,481.0,0.0,162.3333333,244.88962465,278.5,2.0,107.5,13.254978100000002,2479.960191,18.93099382,61627.33333,70590.37092,161696.0,3.0,265391.0,132695.5,41012.90042,161696.0,120.0,266126.0,88708.66667,153325.0001,265753.0,3.0,0.0,0,0,0,80.0,84.0,8.113283067,10.81771076,0.0,481.0,114.625,206.8187181,42773.98214,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,1.0,131.0,162.3333333,107.5,80.0,0,0,0,0,0,0,3.0,487.0,4.0,430.0,12432.75,641.5,2.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN
53.0,286.0,2.0,2.0,66.0,98.0,33.0,33.0,33.0,0.0,49.0,49.0,49.0,0.0,244255.3348235,13986.01399,95.33333333,123.0298067,235.0,3.0,3.0,3.0,0.0,3.0,3.0,48.0,48.0,0.0,48.0,10.0,0.0,0,0,0,40.0,40.0,6993.006993,171.48587731150002,33.0,49.0,39.4,8.76356092,76.8,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,1.0,49.25,33.0,49.0,40.0,0,0,0,0,0,0,2.0,66.0,2.0,98.0,-1.0,-1.0,1.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN
53.0,47977.0,1.0,1.0,51.0,109.0,51.0,51.0,51.0,0.0,109.0,109.0,109.0,0.0,3334.931321,41.68664152,47977.0,0.0,47977.0,118.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,20.0,32.0,20.84332076,20.84332076,51.0,109.0,70.33333333,33.48631561,1121.333333,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,1.0,105.5,51.0,109.0,20.0,0,0,0,0,0,0,1.0,51.0,1.0,109.0,-1.0,-1.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN
51548.0,50.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23390.398346783622,50.0,0.0,50.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,32.0,32.0,15290.1508563065,171.48587731150002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0,0.0,1.0,0.0,0.0,0.0,32.0,0,0,0,0,0,0,1.0,0.0,1.0,0.0,227.0,229.0,0.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN
53.0,72386.0,1.0,1.0,57.0,343.0,57.0,57.0,57.0,0.0,278.5,170.0,257.6249999375,0.0,5525.930429,27.62965214,72386.0,0.0,72386.0,118.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,32.0,32.0,13.81482607,13.81482607,57.0,343.0,152.3333333,165.122177,27265.33333,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,1.0,228.5,57.0,257.6249999375,32.0,0,0,0,0,0,0,1.0,57.0,1.0,343.0,-1.0,-1.0,0.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN
8080.0,103629.0,4.0,3.0,210.0,134.0,198.0,0.0,52.5,97.04122835,128.0,0.0,44.66666667,72.23111056,3319.534107,67.54865916,17271.5,41329.6711,101633.0,19.0,103629.0,34543.0,59182.64574,102880.0,19.0,102233.0,51116.5,71441.11942,101633.0,600.0,0.0,0,0,0,92.0,72.0,38.59923381,28.94942535,0.0,198.0,43.0,76.44232186,5843.428571,0.0,0.0,0.0,1.0,0.0,0.0,0,0.0,0.0,49.14285714,52.5,44.66666667,92.0,0,0,0,0,0,0,4.0,210.0,3.0,134.0,8192.0,237.0,3.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Bot
8080.0,64593.0,4.0,3.0,207.0,134.0,195.0,0.0,51.75,95.54187564,128.0,0.0,44.66666667,72.23111056,5279.209821,108.3708761,10765.5,25234.98461,62271.0,35.0,64593.0,21531.0,36497.48513,63672.0,50.0,62921.0,31460.5,43572.62696,62271.0,650.0,0.0,0,0,0,92.0,72.0,61.92621491,46.44466119,0.0,195.0,42.625,75.57576615,5711.696429,0.0,0.0,0.0,1.0,0.0,0.0,0,0.0,0.0,48.71428571,51.75,44.66666667,92.0,0,0,0,0,0,0,4.0,207.0,3.0,134.0,8192.0,237.0,3.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Bot
8080.0,61.0,1.0,1.0,6.0,6.0,6.0,6.0,6.0,0.0,6.0,6.0,6.0,0.0,196721.3115,32786.88525,61.0,0.0,61.0,61.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,20.0,20.0,16393.44262,16393.44262,6.0,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0,0.0,1.0,9.0,6.0,6.0,20.0,0,0,0,0,0,0,1.0,6.0,1.0,6.0,237.0,256.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Bot
8080.0,163341.0,4.0,3.0,206.0,134.0,194.0,0.0,51.5,95.04209594,128.0,0.0,44.66666667,72.23111056,2081.534948,42.85513129,27223.5,65609.79822,161147.0,75.0,163341.0,54447.0,93727.68785,162674.0,75.0,161800.0,80900.0,113486.3957,161147.0,653.0,0.0,0,0,0,92.0,72.0,24.48864645,18.36648484,0.0,194.0,42.5,75.2880184,5668.285714,0.0,0.0,0.0,1.0,0.0,0.0,0,0.0,0.0,48.57142857,51.5,44.66666667,92.0,0,0,0,0,0,0,4.0,206.0,3.0,134.0,8192.0,237.0,3.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Bot
8080.0,4.0,1.0,1.0,6.0,6.0,6.0,6.0,6.0,0.0,6.0,6.0,6.0,0.0,681790.9614423075,104155.83258389588,4.0,0.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,20.0,20.0,52078.80306056725,52078.80306056725,6.0,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0,0.0,1.0,9.0,6.0,6.0,20.0,0,0,0,0,0,0,1.0,6.0,1.0,6.0,237.0,256.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Bot
80.0,7276765.0,4.0,0.0,24.0,0.0,6.0,6.0,6.0,0.0,0.0,0.0,0.0,0.0,3.298168898,0.549694816,2425588.333,4200375.35,7275764.0,52.0,7276765.0,2425588.333,4200375.35,7275764.0,218.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,80.0,0.0,0.549694816,0.0,6.0,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,0.0,0.0,7.5,6.0,0.0,80.0,0,0,0,0,0,0,4.0,24.0,0.0,0.0,256.0,-1.0,3.0,20.0,1001.0,0.0,1001.0,1001.0,7275764.0,0.0,7275764.0,7275764.0,DDoS
80.0,7476652.0,6.0,0.0,36.0,0.0,6.0,6.0,6.0,0.0,0.0,0.0,0.0,0.0,4.814989383,0.80249823,1495330.4,3342070.045,7473807.0,3.0,7476652.0,1495330.4,3342070.045,7473807.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,120.0,0.0,0.80249823,0.0,6.0,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,0.0,0.0,7.0,6.0,0.0,120.0,0,0,0,0,0,0,6.0,36.0,0.0,0.0,256.0,-1.0,5.0,20.0,2545.0,0.0,2545.0,2545.0,7473807.0,0.0,7473807.0,7473807.0,DDoS
80.0,4046425.0,5.0,0.0,30.0,0.0,6.0,6.0,6.0,0.0,0.0,0.0,0.0,0.0,7.413951822,1.235658637,1011606.25,2021667.896,4044108.0,52.0,4046425.0,1011606.25,2021667.896,4044108.0,323.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,100.0,0.0,1.235658637,0.0,6.0,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,0.0,0.0,7.2,6.0,0.0,100.0,0,0,0,0,0,0,5.0,30.0,0.0,0.0,256.0,-1.0,4.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DDoS
80.0,22548443.0,8.0,4.0,36.0,11607.0,20.0,0.0,7.0,5.656854249,11595.0,0.0,2901.75,5795.50069,120.2438037,0.123718224,6472045.2689275015,11930723.65325,22142519.75,1.0,23196994.0,6601328.166250001,12272737.2252845,23043191.0,1.0,535171.0,178390.3333,308091.2689,534143.0,4.0,0.0,0,0,0,142.0,92.0,0.082478816,0.041239408,0.0,11595.0,897.6153846,3214.167532,10300000.0,0.0,0.0,0.0,0.0,1.0,0.0,0,0.0,0.0,972.4166667,7.0,2901.75,142.0,0,0,0,0,0,0,8.0,36.0,4.0,11607.0,256.0,229.0,6.0,20.0,2545.0,0.0,2545.0,2545.0,23048075.0,0.0,23048075.0,20069366.25,DDoS
80.0,978211.0,3.0,6.0,26.0,11601.0,20.0,0.0,8.666666667,10.26320288,4380.0,0.0,1933.5,1757.789948,11885.9837,9.200469019,122276.375,342059.6888,968796.0,4.0,9013.0,4506.5,6367.496565,9009.0,4.0,978155.0,195631.0,432230.0229,968796.0,16.0,0.0,0,0,0,72.0,132.0,3.066823006,6.133646013,0.0,4380.0,1162.7,1645.241762,2706820.456,0.0,0.0,0.0,1.0,0.0,0.0,0,0.0,2.0,1291.888889,8.666666667,1933.5,72.0,0,0,0,0,0,0,3.0,26.0,6.0,11601.0,8192.0,229.0,2.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DDoS
80.0,30512774.5,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.062299241,22522037.53845,0.0,25524232.5,2006.5,28011321.5,22577015.1429,0.0,25522209.0,22973184.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,64.0,0.0,0.062299241,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,0.0,0.0,0.0,0.0,0.0,64.0,0,0,0,0,0,0,2.0,0.0,0.0,0.0,410.0,-1.0,0.0,32.0,0.0,0.0,0.0,0.0,25524232.5,0.0,25524232.5,25530187.5,DoS GoldenEye
80.0,19162089.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.104372754,19200000.0,0.0,19200000.0,2006.5,19200000.0,19200000.0,0.0,19200000.0,19200000.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,64.0,0.0,0.104372754,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,0.0,0.0,0.0,0.0,0.0,64.0,0,0,0,0,0,0,2.0,0.0,0.0,0.0,410.0,-1.0,0.0,32.0,0.0,0.0,0.0,0.0,19200000.0,0.0,19200000.0,19200000.0,DoS GoldenEye
80.0,30512774.5,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.049819324,22522037.53845,0.0,25524232.5,2006.5,28011321.5,22577015.1429,0.0,25522209.0,22973184.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,64.0,0.0,0.049819324,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,0.0,0.0,0.0,0.0,0.0,64.0,0,0,0,0,0,0,2.0,0.0,0.0,0.0,410.0,-1.0,0.0,32.0,0.0,0.0,0.0,0.0,25524232.5,0.0,25524232.5,25530187.5,DoS GoldenEye
80.0,8861636.0,8.0,5.0,344.0,11632.0,344.0,0.0,43.0,121.6223664,10184.0,0.0,2326.4,4437.056321,1351.443458,1.466997742,738469.6667,1740991.477,5000454.0,1.0,3861182.0,551597.4286,1458583.153,3859353.0,1.0,8861612.0,2215403.0,2599919.089,5002970.0,196.0,0.0,0,0,0,264.0,168.0,0.902767841,0.564229901,0.0,10184.0,855.4285714,2712.992719,7360329.495,0.0,0.0,0.0,1.0,0.0,0.0,0,0.0,0.0,921.2307692,43.0,2326.4,264.0,0,0,0,0,0,0,8.0,344.0,5.0,11632.0,29200.0,235.0,1.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DoS GoldenEye
80.0,10501603.0,8.0,6.0,315.0,11632.0,315.0,0.0,39.375,111.369318,5792.0,0.0,1938.666667,2544.918912,1137.635845,1.333129809,807815.6154,1973914.147,5499662.0,47.0,5502291.0,786041.5714,2078860.922,5500455.0,230.0,10500000.0,2100309.4,2880948.015,5499662.0,47.0,0.0,0,0,0,264.0,200.0,0.761788462,0.571341347,0.0,5792.0,796.4666667,1803.121693,3251247.838,0.0,0.0,0.0,1.0,0.0,0.0,0,0.0,0.0,853.3571429,39.375,1938.666667,264.0,0,0,0,0,0,0,8.0,315.0,6.0,11632.0,29200.0,235.0,1.0,32.0,880.0,0.0,880.0,880.0,5499662.0,0.0,5499662.0,5499662.0,DoS GoldenEye
80.0,3619.0,3.0,5.0,311.0,11595.0,311.0,0.0,103.6666667,179.5559337,7251.0,0.0,2319.0,3337.608875,351.13509624999995,2210.555402,517.0,939.2426027,2628.0,8.5,2721.0,1360.5,1834.942097,2658.0,11.0,3589.0,897.25,1243.658146,2759.0,120.0,0.0,0,0,0,104.0,168.0,828.9582758,0.1781638224999999,0.0,7251.0,1322.888889,2640.87445,6974217.861,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,1.0,1488.25,103.6666667,2319.0,104.0,0,0,0,0,0,0,3.0,311.0,5.0,11595.0,685.0,235.0,1.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DoS Hulk
80.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,121.1692036,0.162737231,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,64.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,0.0,0.0,0.0,0.0,0.0,64.0,0,0,0,0,0,0,2.0,0.0,0.0,0.0,274.0,-1.0,0.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DoS Hulk
80.0,101037704.0,7.0,6.0,323.0,11595.0,317.0,0.0,46.14285714,119.4577032,5792.0,0.0,1932.5,2181.008184,117.9559662,0.12866484,8419808.667,29100000.0,101000000.0,2.0,101000000.0,16800000.0,41200000.0,101000000.0,2.0,152495.0,30499.0,60965.43458,139092.0,45.0,0.0,0,0,0,220.0,200.0,0.069281068,0.059383772,0.0,5792.0,851.2857143,1667.476741,2780478.681,0.0,0.0,0.0,0.0,1.0,0.0,0,0.0,0.0,916.7692308,46.14285714,1932.5,220.0,0,0,0,0,0,0,7.0,323.0,6.0,11595.0,251.0,235.0,2.0,20.0,2000.0,0.0,2000.0,2000.0,101000000.0,0.0,101000000.0,101000000.0,DoS Hulk
